species_common_name,species_scientific_name,observation_date,month,state,latitude,longitude,observation_count,plant_common_name,plant_scientific_name,optimal_planting_months,growth_duration_weeks,flowering_period,sunlight_requirement,water_requirement,suitable_regions
Eastern Rosella,Platycercus eximius,2022-05-27,May,VIC,-38.34332,145.145995,18,Wattle,Acacia spp.,Aug-Sep,8,Aug-Sep,Full Sun,Low,All States
Superb Fairywren,Malurus cyaneus,2022-03-16,March,SA,-36.297753,145.759033,20,Bottlebrush,Callistemon spp.,Sep-Nov,10,Sep-Nov,Full Sun,Moderate,"VIC, NSW, QLD"
Superb Fairywren,Malurus cyaneus,2022-08-05,August,QLD,-36.793504,144.891407,1,Lilly Pilly,Syzygium spp.,Nov-Jan,16,Nov-Jan,Partial Sun,High,"VIC, QLD"
Eastern Rosella,Platycercus eximius,2022-06-02,June,VIC,-36.667623,142.583369,4,Wattle,Acacia spp.,Aug-Sep,8,Aug-Sep,Full Sun,Low,All States
Eastern Rosella,Platycercus eximius,2022-04-03,April,SA,-38.497608,142.675446,19,Kangaroo Paw,Anigozanthos spp.,Aug-Dec,12,Aug-Dec,Full Sun,Low,WA
Rainbow Lorikeet,Trichoglossus moluccanus,2022-08-19,August,VIC,-37.299473,146.344249,11,Grevillea,Grevillea spp.,Jul-Oct,14,Jul-Oct,Full Sun,Low,"NSW, QLD"
Rainbow Lorikeet,Trichoglossus moluccanus,2022-09-11,September,VIC,-37.102222,146.521667,17,Kangaroo Paw,Anigozanthos spp.,Aug-Dec,12,Aug-Dec,Full Sun,Low,WA
Superb Fairywren,Malurus cyaneus,2022-03-19,March,WA,-37.662121,145.919173,6,Lilly Pilly,Syzygium spp.,Nov-Jan,16,Nov-Jan,Partial Sun,High,"VIC, QLD"
Eastern Rosella,Platycercus eximius,2022-01-25,January,QLD,-37.970224,144.915548,20,Kangaroo Paw,Anigozanthos spp.,Aug-Dec,12,Aug-Dec,Full Sun,Low,WA
Eastern Rosella,Platycercus eximius,2022-05-31,May,NSW,-37.66921,144.111468,19,Bottlebrush,Callistemon spp.,Sep-Nov,10,Sep-Nov,Full Sun,Moderate,"VIC, NSW, QLD"
Rainbow Lorikeet,Trichoglossus moluccanus,2022-09-01,September,VIC,-37.98047,144.869673,20,Kangaroo Paw,Anigozanthos spp.,Aug-Dec,12,Aug-Dec,Full Sun,Low,WA
Rainbow Lorikeet,Trichoglossus moluccanus,2022-09-11,September,QLD,-34.017262,144.067762,1,Bottlebrush,Callistemon spp.,Sep-Nov,10,Sep-Nov,Full Sun,Moderate,"VIC, NSW, QLD"
Australian Magpie,Gymnorhina tibicen,2022-07-24,July,VIC,-38.911201,143.426226,2,Bottlebrush,Callistemon spp.,Sep-Nov,10,Sep-Nov,Full Sun,Moderate,"VIC, NSW, QLD"
Eastern Rosella,Platycercus eximius,2022-01-24,January,VIC,-36.903499,144.409269,8,Bottlebrush,Callistemon spp.,Sep-Nov,10,Sep-Nov,Full Sun,Moderate,"VIC, NSW, QLD"
Eastern Rosella,Platycercus eximius,2022-01-19,January,NSW,-35.972329,144.436763,2,Bottlebrush,Callistemon spp.,Sep-Nov,10,Sep-Nov,Full Sun,Moderate,"VIC, NSW, QLD"
Australian Magpie,Gymnorhina tibicen,2022-05-17,May,NSW,-38.226657,146.580554,8,Wattle,Acacia spp.,Aug-Sep,8,Aug-Sep,Full Sun,Low,All States
Rainbow Lorikeet,Trichoglossus moluccanus,2022-06-30,June,SA,-36.950436,145.557291,19,Lilly Pilly,Syzygium spp.,Nov-Jan,16,Nov-Jan,Partial Sun,High,"VIC, QLD"
Rainbow Lorikeet,Trichoglossus moluccanus,2022-12-22,December,SA,-38.042253,144.94368,18,Bottlebrush,Callistemon spp.,Sep-Nov,10,Sep-Nov,Full Sun,Moderate,"VIC, NSW, QLD"
Rainbow Lorikeet,Trichoglossus moluccanus,2022-08-30,August,NSW,-38.597207,144.967371,8,Kangaroo Paw,Anigozanthos spp.,Aug-Dec,12,Aug-Dec,Full Sun,Low,WA
Superb Fairywren,Malurus cyaneus,2022-10-25,October,WA,-38.034313,144.412731,12,Grevillea,Grevillea spp.,Jul-Oct,14,Jul-Oct,Full Sun,Low,"NSW, QLD"
Rainbow Lorikeet,Trichoglossus moluccanus,2022-06-10,June,NSW,-36.282615,144.470484,18,Bottlebrush,Callistemon spp.,Sep-Nov,10,Sep-Nov,Full Sun,Moderate,"VIC, NSW, QLD"
Sulphur-crested Cockatoo,Cacatua galerita,2022-11-09,November,NSW,-39.053035,144.675541,4,Grevillea,Grevillea spp.,Jul-Oct,14,Jul-Oct,Full Sun,Low,"NSW, QLD"
Superb Fairywren,Malurus cyaneus,2022-11-21,November,VIC,-40.086582,146.385164,9,Wattle,Acacia spp.,Aug-Sep,8,Aug-Sep,Full Sun,Low,All States
Rainbow Lorikeet,Trichoglossus moluccanus,2022-11-15,November,QLD,-36.509733,144.336051,12,Kangaroo Paw,Anigozanthos spp.,Aug-Dec,12,Aug-Dec,Full Sun,Low,WA
Superb Fairywren,Malurus cyaneus,2022-11-29,November,NSW,-37.161072,145.733058,18,Bottlebrush,Callistemon spp.,Sep-Nov,10,Sep-Nov,Full Sun,Moderate,"VIC, NSW, QLD"
Eastern Rosella,Platycercus eximius,2022-08-19,August,VIC,-38.233187,145.147854,3,Grevillea,Grevillea spp.,Jul-Oct,14,Jul-Oct,Full Sun,Low,"NSW, QLD"
Eastern Rosella,Platycercus eximius,2022-02-17,February,SA,-38.805225,144.755757,11,Kangaroo Paw,Anigozanthos spp.,Aug-Dec,12,Aug-Dec,Full Sun,Low,WA
Sulphur-crested Cockatoo,Cacatua galerita,2022-01-29,January,QLD,-38.229469,143.643669,2,Lilly Pilly,Syzygium spp.,Nov-Jan,16,Nov-Jan,Partial Sun,High,"VIC, QLD"
Eastern Rosella,Platycercus eximius,2022-01-21,January,WA,-36.073353,145.25403,14,Lilly Pilly,Syzygium spp.,Nov-Jan,16,Nov-Jan,Partial Sun,High,"VIC, QLD"
Eastern Rosella,Platycercus eximius,2022-02-11,February,QLD,-36.967574,144.554406,10,Lilly Pilly,Syzygium spp.,Nov-Jan,16,Nov-Jan,Partial Sun,High,"VIC, QLD"
Eastern Rosella,Platycercus eximius,2022-11-29,November,SA,-37.295833,144.454814,15,Wattle,Acacia spp.,Aug-Sep,8,Aug-Sep,Full Sun,Low,All States
Australian Magpie,Gymnorhina tibicen,2022-07-17,July,WA,-38.135812,143.698113,1,Bottlebrush,Callistemon spp.,Sep-Nov,10,Sep-Nov,Full Sun,Moderate,"VIC, NSW, QLD"
Rainbow Lorikeet,Trichoglossus moluccanus,2022-09-08,September,NSW,-36.891538,144.557809,19,Grevillea,Grevillea spp.,Jul-Oct,14,Jul-Oct,Full Sun,Low,"NSW, QLD"
Australian Magpie,Gymnorhina tibicen,2022-07-29,July,VIC,-36.79709,143.783709,15,Lilly Pilly,Syzygium spp.,Nov-Jan,16,Nov-Jan,Partial Sun,High,"VIC, QLD"
Australian Magpie,Gymnorhina tibicen,2022-11-23,November,QLD,-39.154899,145.56109,15,Kangaroo Paw,Anigozanthos spp.,Aug-Dec,12,Aug-Dec,Full Sun,Low,WA
Australian Magpie,Gymnorhina tibicen,2022-03-04,March,QLD,-36.191964,147.291585,19,Kangaroo Paw,Anigozanthos spp.,Aug-Dec,12,Aug-Dec,Full Sun,Low,WA
Australian Magpie,Gymnorhina tibicen,2022-12-19,December,VIC,-36.225361,144.955093,15,Lilly Pilly,Syzygium spp.,Nov-Jan,16,Nov-Jan,Partial Sun,High,"VIC, QLD"
Sulphur-crested Cockatoo,Cacatua galerita,2022-02-08,February,VIC,-37.540452,144.4375,16,Wattle,Acacia spp.,Aug-Sep,8,Aug-Sep,Full Sun,Low,All States
Sulphur-crested Cockatoo,Cacatua galerita,2022-07-17,July,NSW,-39.85203,145.365271,2,Grevillea,Grevillea spp.,Jul-Oct,14,Jul-Oct,Full Sun,Low,"NSW, QLD"
Superb Fairywren,Malurus cyaneus,2022-10-26,October,WA,-37.632979,146.139515,4,Kangaroo Paw,Anigozanthos spp.,Aug-Dec,12,Aug-Dec,Full Sun,Low,WA
Australian Magpie,Gymnorhina tibicen,2022-05-10,May,WA,-35.307853,145.866522,18,Lilly Pilly,Syzygium spp.,Nov-Jan,16,Nov-Jan,Partial Sun,High,"VIC, QLD"
Eastern Rosella,Platycercus eximius,2022-04-26,April,VIC,-36.059025,147.038616,7,Bottlebrush,Callistemon spp.,Sep-Nov,10,Sep-Nov,Full Sun,Moderate,"VIC, NSW, QLD"
Australian Magpie,Gymnorhina tibicen,2022-02-05,February,SA,-35.324607,146.815011,19,Grevillea,Grevillea spp.,Jul-Oct,14,Jul-Oct,Full Sun,Low,"NSW, QLD"
Sulphur-crested Cockatoo,Cacatua galerita,2022-02-17,February,QLD,-36.716104,144.423338,12,Bottlebrush,Callistemon spp.,Sep-Nov,10,Sep-Nov,Full Sun,Moderate,"VIC, NSW, QLD"
Sulphur-crested Cockatoo,Cacatua galerita,2022-02-20,February,SA,-37.035196,143.719925,3,Bottlebrush,Callistemon spp.,Sep-Nov,10,Sep-Nov,Full Sun,Moderate,"VIC, NSW, QLD"
Rainbow Lorikeet,Trichoglossus moluccanus,2022-05-30,May,NSW,-36.730825,144.150374,14,Wattle,Acacia spp.,Aug-Sep,8,Aug-Sep,Full Sun,Low,All States
Superb Fairywren,Malurus cyaneus,2022-08-25,August,SA,-36.497352,146.198762,16,Kangaroo Paw,Anigozanthos spp.,Aug-Dec,12,Aug-Dec,Full Sun,Low,WA
Sulphur-crested Cockatoo,Cacatua galerita,2022-04-22,April,SA,-39.258524,146.23106,6,Wattle,Acacia spp.,Aug-Sep,8,Aug-Sep,Full Sun,Low,All States
Sulphur-crested Cockatoo,Cacatua galerita,2022-04-29,April,SA,-35.739194,143.492431,18,Bottlebrush,Callistemon spp.,Sep-Nov,10,Sep-Nov,Full Sun,Moderate,"VIC, NSW, QLD"
Australian Magpie,Gymnorhina tibicen,2022-09-24,September,SA,-35.932182,144.907386,3,Bottlebrush,Callistemon spp.,Sep-Nov,10,Sep-Nov,Full Sun,Moderate,"VIC, NSW, QLD"
Sulphur-crested Cockatoo,Cacatua galerita,2022-12-23,December,WA,-37.278794,143.941926,1,Grevillea,Grevillea spp.,Jul-Oct,14,Jul-Oct,Full Sun,Low,"NSW, QLD"
Sulphur-crested Cockatoo,Cacatua galerita,2022-08-04,August,QLD,-37.457814,144.514778,10,Kangaroo Paw,Anigozanthos spp.,Aug-Dec,12,Aug-Dec,Full Sun,Low,WA
Sulphur-crested Cockatoo,Cacatua galerita,2022-08-09,August,WA,-36.703429,145.686007,14,Wattle,Acacia spp.,Aug-Sep,8,Aug-Sep,Full Sun,Low,All States
Rainbow Lorikeet,Trichoglossus moluccanus,2022-07-04,July,SA,-36.487941,146.030718,16,Bottlebrush,Callistemon spp.,Sep-Nov,10,Sep-Nov,Full Sun,Moderate,"VIC, NSW, QLD"
Superb Fairywren,Malurus cyaneus,2022-09-18,September,WA,-37.766877,146.075213,10,Grevillea,Grevillea spp.,Jul-Oct,14,Jul-Oct,Full Sun,Low,"NSW, QLD"
Rainbow Lorikeet,Trichoglossus moluccanus,2022-05-09,May,QLD,-35.592719,145.269301,10,Bottlebrush,Callistemon spp.,Sep-Nov,10,Sep-Nov,Full Sun,Moderate,"VIC, NSW, QLD"
Rainbow Lorikeet,Trichoglossus moluccanus,2022-03-29,March,WA,-38.051192,147.123909,14,Grevillea,Grevillea spp.,Jul-Oct,14,Jul-Oct,Full Sun,Low,"NSW, QLD"
Sulphur-crested Cockatoo,Cacatua galerita,2022-05-27,May,VIC,-36.045153,145.283321,4,Bottlebrush,Callistemon spp.,Sep-Nov,10,Sep-Nov,Full Sun,Moderate,"VIC, NSW, QLD"
Superb Fairywren,Malurus cyaneus,2022-09-03,September,VIC,-36.795303,145.820429,10,Wattle,Acacia spp.,Aug-Sep,8,Aug-Sep,Full Sun,Low,All States
Australian Magpie,Gymnorhina tibicen,2022-12-15,December,SA,-36.940281,143.881681,7,Lilly Pilly,Syzygium spp.,Nov-Jan,16,Nov-Jan,Partial Sun,High,"VIC, QLD"
Rainbow Lorikeet,Trichoglossus moluccanus,2022-06-25,June,NSW,-36.528495,145.446196,8,Grevillea,Grevillea spp.,Jul-Oct,14,Jul-Oct,Full Sun,Low,"NSW, QLD"
Rainbow Lorikeet,Trichoglossus moluccanus,2022-09-27,September,WA,-37.659613,144.520322,10,Wattle,Acacia spp.,Aug-Sep,8,Aug-Sep,Full Sun,Low,All States
Australian Magpie,Gymnorhina tibicen,2022-03-26,March,VIC,-36.893854,145.496512,3,Bottlebrush,Callistemon spp.,Sep-Nov,10,Sep-Nov,Full Sun,Moderate,"VIC, NSW, QLD"
Australian Magpie,Gymnorhina tibicen,2022-04-06,April,VIC,-37.037034,145.554205,8,Wattle,Acacia spp.,Aug-Sep,8,Aug-Sep,Full Sun,Low,All States
Superb Fairywren,Malurus cyaneus,2022-02-04,February,VIC,-36.383395,144.66823,7,Lilly Pilly,Syzygium spp.,Nov-Jan,16,Nov-Jan,Partial Sun,High,"VIC, QLD"
Eastern Rosella,Platycercus eximius,2022-10-27,October,WA,-37.2811,145.394522,19,Grevillea,Grevillea spp.,Jul-Oct,14,Jul-Oct,Full Sun,Low,"NSW, QLD"
Sulphur-crested Cockatoo,Cacatua galerita,2022-06-27,June,SA,-36.77102,145.872678,10,Grevillea,Grevillea spp.,Jul-Oct,14,Jul-Oct,Full Sun,Low,"NSW, QLD"
Eastern Rosella,Platycercus eximius,2022-12-30,December,WA,-37.334922,144.291075,9,Grevillea,Grevillea spp.,Jul-Oct,14,Jul-Oct,Full Sun,Low,"NSW, QLD"
Rainbow Lorikeet,Trichoglossus moluccanus,2022-08-17,August,QLD,-38.452785,145.416263,2,Kangaroo Paw,Anigozanthos spp.,Aug-Dec,12,Aug-Dec,Full Sun,Low,WA
Australian Magpie,Gymnorhina tibicen,2022-06-25,June,VIC,-37.367193,145.061626,20,Bottlebrush,Callistemon spp.,Sep-Nov,10,Sep-Nov,Full Sun,Moderate,"VIC, NSW, QLD"
Superb Fairywren,Malurus cyaneus,2022-02-15,February,SA,-38.360402,146.840685,12,Lilly Pilly,Syzygium spp.,Nov-Jan,16,Nov-Jan,Partial Sun,High,"VIC, QLD"
Superb Fairywren,Malurus cyaneus,2022-11-28,November,QLD,-35.972712,143.520605,17,Kangaroo Paw,Anigozanthos spp.,Aug-Dec,12,Aug-Dec,Full Sun,Low,WA
Superb Fairywren,Malurus cyaneus,2022-07-22,July,QLD,-37.721156,146.008849,14,Lilly Pilly,Syzygium spp.,Nov-Jan,16,Nov-Jan,Partial Sun,High,"VIC, QLD"
Rainbow Lorikeet,Trichoglossus moluccanus,2022-07-30,July,QLD,-35.684819,146.824413,2,Lilly Pilly,Syzygium spp.,Nov-Jan,16,Nov-Jan,Partial Sun,High,"VIC, QLD"
Superb Fairywren,Malurus cyaneus,2022-03-13,March,QLD,-36.876016,144.410834,17,Grevillea,Grevillea spp.,Jul-Oct,14,Jul-Oct,Full Sun,Low,"NSW, QLD"
Sulphur-crested Cockatoo,Cacatua galerita,2022-11-17,November,WA,-35.97588,146.105786,20,Grevillea,Grevillea spp.,Jul-Oct,14,Jul-Oct,Full Sun,Low,"NSW, QLD"
Australian Magpie,Gymnorhina tibicen,2022-03-17,March,WA,-35.330012,144.365295,10,Wattle,Acacia spp.,Aug-Sep,8,Aug-Sep,Full Sun,Low,All States
Sulphur-crested Cockatoo,Cacatua galerita,2022-09-04,September,WA,-36.678792,146.47254,3,Kangaroo Paw,Anigozanthos spp.,Aug-Dec,12,Aug-Dec,Full Sun,Low,WA
Australian Magpie,Gymnorhina tibicen,2022-05-31,May,WA,-35.938266,144.722893,4,Wattle,Acacia spp.,Aug-Sep,8,Aug-Sep,Full Sun,Low,All States
Eastern Rosella,Platycercus eximius,2022-01-25,January,QLD,-39.175206,145.849993,19,Wattle,Acacia spp.,Aug-Sep,8,Aug-Sep,Full Sun,Low,All States
Rainbow Lorikeet,Trichoglossus moluccanus,2022-11-22,November,VIC,-35.266507,144.857713,6,Wattle,Acacia spp.,Aug-Sep,8,Aug-Sep,Full Sun,Low,All States
Australian Magpie,Gymnorhina tibicen,2022-08-20,August,SA,-36.883226,145.248353,13,Wattle,Acacia spp.,Aug-Sep,8,Aug-Sep,Full Sun,Low,All States
Australian Magpie,Gymnorhina tibicen,2022-07-27,July,QLD,-35.737587,143.806309,19,Wattle,Acacia spp.,Aug-Sep,8,Aug-Sep,Full Sun,Low,All States
Australian Magpie,Gymnorhina tibicen,2022-01-25,January,QLD,-35.795362,146.101219,5,Kangaroo Paw,Anigozanthos spp.,Aug-Dec,12,Aug-Dec,Full Sun,Low,WA
Eastern Rosella,Platycercus eximius,2022-02-20,February,SA,-38.021818,143.217227,12,Wattle,Acacia spp.,Aug-Sep,8,Aug-Sep,Full Sun,Low,All States
Rainbow Lorikeet,Trichoglossus moluccanus,2022-08-28,August,WA,-36.636324,145.251705,14,Lilly Pilly,Syzygium spp.,Nov-Jan,16,Nov-Jan,Partial Sun,High,"VIC, QLD"
Eastern Rosella,Platycercus eximius,2022-11-26,November,QLD,-37.25105,145.751199,3,Lilly Pilly,Syzygium spp.,Nov-Jan,16,Nov-Jan,Partial Sun,High,"VIC, QLD"
Australian Magpie,Gymnorhina tibicen,2022-12-30,December,NSW,-36.671198,145.178863,2,Wattle,Acacia spp.,Aug-Sep,8,Aug-Sep,Full Sun,Low,All States
Rainbow Lorikeet,Trichoglossus moluccanus,2022-03-22,March,QLD,-36.424938,146.397788,3,Kangaroo Paw,Anigozanthos spp.,Aug-Dec,12,Aug-Dec,Full Sun,Low,WA
Rainbow Lorikeet,Trichoglossus moluccanus,2022-02-02,February,QLD,-35.236629,144.03731,11,Grevillea,Grevillea spp.,Jul-Oct,14,Jul-Oct,Full Sun,Low,"NSW, QLD"
Eastern Rosella,Platycercus eximius,2022-12-18,December,SA,-36.531794,143.968929,15,Grevillea,Grevillea spp.,Jul-Oct,14,Jul-Oct,Full Sun,Low,"NSW, QLD"
Sulphur-crested Cockatoo,Cacatua galerita,2022-03-12,March,VIC,-36.850431,145.19909,6,Grevillea,Grevillea spp.,Jul-Oct,14,Jul-Oct,Full Sun,Low,"NSW, QLD"
Sulphur-crested Cockatoo,Cacatua galerita,2022-12-20,December,QLD,-37.513694,143.595393,18,Grevillea,Grevillea spp.,Jul-Oct,14,Jul-Oct,Full Sun,Low,"NSW, QLD"
Rainbow Lorikeet,Trichoglossus moluccanus,2022-01-09,January,WA,-37.615526,144.537675,9,Wattle,Acacia spp.,Aug-Sep,8,Aug-Sep,Full Sun,Low,All States
Australian Magpie,Gymnorhina tibicen,2022-07-14,July,QLD,-38.679727,144.311963,6,Grevillea,Grevillea spp.,Jul-Oct,14,Jul-Oct,Full Sun,Low,"NSW, QLD"
Rainbow Lorikeet,Trichoglossus moluccanus,2022-01-10,January,QLD,-37.923517,143.972374,13,Bottlebrush,Callistemon spp.,Sep-Nov,10,Sep-Nov,Full Sun,Moderate,"VIC, NSW, QLD"
Sulphur-crested Cockatoo,Cacatua galerita,2022-05-26,May,NSW,-36.399319,144.848393,5,Wattle,Acacia spp.,Aug-Sep,8,Aug-Sep,Full Sun,Low,All States
Sulphur-crested Cockatoo,Cacatua galerita,2022-01-19,January,WA,-36.811017,147.442373,8,Wattle,Acacia spp.,Aug-Sep,8,Aug-Sep,Full Sun,Low,All States
Sulphur-crested Cockatoo,Cacatua galerita,2022-06-19,June,NSW,-38.901061,145.839489,16,Wattle,Acacia spp.,Aug-Sep,8,Aug-Sep,Full Sun,Low,All States
Sulphur-crested Cockatoo,Cacatua galerita,2022-08-03,August,WA,-37.654173,146.438485,8,Lilly Pilly,Syzygium spp.,Nov-Jan,16,Nov-Jan,Partial Sun,High,"VIC, QLD"
Sulphur-crested Cockatoo,Cacatua galerita,2022-02-02,February,QLD,-35.689728,145.612897,9,Grevillea,Grevillea spp.,Jul-Oct,14,Jul-Oct,Full Sun,Low,"NSW, QLD"
Sulphur-crested Cockatoo,Cacatua galerita,2022-04-02,April,VIC,-38.68479,146.758984,13,Wattle,Acacia spp.,Aug-Sep,8,Aug-Sep,Full Sun,Low,All States
Superb Fairywren,Malurus cyaneus,2022-12-24,December,WA,-36.626754,144.034732,6,Grevillea,Grevillea spp.,Jul-Oct,14,Jul-Oct,Full Sun,Low,"NSW, QLD"
Eastern Rosella,Platycercus eximius,2022-06-27,June,QLD,-35.895143,146.042336,20,Kangaroo Paw,Anigozanthos spp.,Aug-Dec,12,Aug-Dec,Full Sun,Low,WA
Superb Fairywren,Malurus cyaneus,2022-08-14,August,NSW,-38.234836,146.92109,13,Bottlebrush,Callistemon spp.,Sep-Nov,10,Sep-Nov,Full Sun,Moderate,"VIC, NSW, QLD"
Superb Fairywren,Malurus cyaneus,2022-07-03,July,NSW,-37.236563,146.238342,11,Bottlebrush,Callistemon spp.,Sep-Nov,10,Sep-Nov,Full Sun,Moderate,"VIC, NSW, QLD"
Sulphur-crested Cockatoo,Cacatua galerita,2022-07-04,July,VIC,-37.414447,143.071854,20,Lilly Pilly,Syzygium spp.,Nov-Jan,16,Nov-Jan,Partial Sun,High,"VIC, QLD"
Rainbow Lorikeet,Trichoglossus moluccanus,2022-12-17,December,VIC,-35.674408,143.419076,19,Grevillea,Grevillea spp.,Jul-Oct,14,Jul-Oct,Full Sun,Low,"NSW, QLD"
Superb Fairywren,Malurus cyaneus,2022-07-30,July,WA,-37.582349,143.427973,7,Wattle,Acacia spp.,Aug-Sep,8,Aug-Sep,Full Sun,Low,All States
Superb Fairywren,Malurus cyaneus,2022-04-11,April,SA,-37.042633,145.507664,11,Wattle,Acacia spp.,Aug-Sep,8,Aug-Sep,Full Sun,Low,All States
Superb Fairywren,Malurus cyaneus,2022-09-24,September,QLD,-36.34564,146.320586,20,Grevillea,Grevillea spp.,Jul-Oct,14,Jul-Oct,Full Sun,Low,"NSW, QLD"
Australian Magpie,Gymnorhina tibicen,2022-08-26,August,VIC,-38.116005,145.329538,19,Lilly Pilly,Syzygium spp.,Nov-Jan,16,Nov-Jan,Partial Sun,High,"VIC, QLD"
Eastern Rosella,Platycercus eximius,2022-10-05,October,VIC,-37.319362,145.543171,8,Wattle,Acacia spp.,Aug-Sep,8,Aug-Sep,Full Sun,Low,All States
Australian Magpie,Gymnorhina tibicen,2022-07-12,July,SA,-38.292576,145.589763,13,Lilly Pilly,Syzygium spp.,Nov-Jan,16,Nov-Jan,Partial Sun,High,"VIC, QLD"
Rainbow Lorikeet,Trichoglossus moluccanus,2022-12-15,December,WA,-38.715444,145.018655,12,Kangaroo Paw,Anigozanthos spp.,Aug-Dec,12,Aug-Dec,Full Sun,Low,WA
Superb Fairywren,Malurus cyaneus,2022-01-09,January,WA,-36.144478,143.223647,12,Wattle,Acacia spp.,Aug-Sep,8,Aug-Sep,Full Sun,Low,All States
Sulphur-crested Cockatoo,Cacatua galerita,2022-03-04,March,NSW,-37.095671,145.150205,10,Kangaroo Paw,Anigozanthos spp.,Aug-Dec,12,Aug-Dec,Full Sun,Low,WA
Superb Fairywren,Malurus cyaneus,2022-09-10,September,WA,-36.401449,145.403275,20,Kangaroo Paw,Anigozanthos spp.,Aug-Dec,12,Aug-Dec,Full Sun,Low,WA
Rainbow Lorikeet,Trichoglossus moluccanus,2022-11-18,November,SA,-36.68489,147.390638,10,Wattle,Acacia spp.,Aug-Sep,8,Aug-Sep,Full Sun,Low,All States
Rainbow Lorikeet,Trichoglossus moluccanus,2022-09-15,September,VIC,-36.491049,144.687104,4,Lilly Pilly,Syzygium spp.,Nov-Jan,16,Nov-Jan,Partial Sun,High,"VIC, QLD"
Rainbow Lorikeet,Trichoglossus moluccanus,2022-12-21,December,SA,-35.750791,146.330296,6,Lilly Pilly,Syzygium spp.,Nov-Jan,16,Nov-Jan,Partial Sun,High,"VIC, QLD"
Australian Magpie,Gymnorhina tibicen,2022-02-06,February,VIC,-37.198096,145.15227,18,Kangaroo Paw,Anigozanthos spp.,Aug-Dec,12,Aug-Dec,Full Sun,Low,WA
Rainbow Lorikeet,Trichoglossus moluccanus,2022-10-20,October,SA,-35.792302,143.929896,6,Wattle,Acacia spp.,Aug-Sep,8,Aug-Sep,Full Sun,Low,All States
Superb Fairywren,Malurus cyaneus,2022-01-06,January,SA,-37.217447,145.804763,17,Kangaroo Paw,Anigozanthos spp.,Aug-Dec,12,Aug-Dec,Full Sun,Low,WA
Superb Fairywren,Malurus cyaneus,2022-02-24,February,VIC,-36.62407,144.729055,20,Wattle,Acacia spp.,Aug-Sep,8,Aug-Sep,Full Sun,Low,All States
Superb Fairywren,Malurus cyaneus,2022-10-14,October,QLD,-38.143806,146.354054,5,Kangaroo Paw,Anigozanthos spp.,Aug-Dec,12,Aug-Dec,Full Sun,Low,WA
Sulphur-crested Cockatoo,Cacatua galerita,2022-03-09,March,QLD,-39.071709,146.492032,16,Grevillea,Grevillea spp.,Jul-Oct,14,Jul-Oct,Full Sun,Low,"NSW, QLD"
Superb Fairywren,Malurus cyaneus,2022-07-23,July,SA,-37.655028,145.61475,8,Kangaroo Paw,Anigozanthos spp.,Aug-Dec,12,Aug-Dec,Full Sun,Low,WA
Australian Magpie,Gymnorhina tibicen,2022-05-30,May,SA,-38.283682,143.813693,4,Kangaroo Paw,Anigozanthos spp.,Aug-Dec,12,Aug-Dec,Full Sun,Low,WA
Superb Fairywren,Malurus cyaneus,2022-12-15,December,NSW,-38.753584,144.341797,4,Wattle,Acacia spp.,Aug-Sep,8,Aug-Sep,Full Sun,Low,All States
Australian Magpie,Gymnorhina tibicen,2022-09-28,September,WA,-39.037817,146.112641,9,Kangaroo Paw,Anigozanthos spp.,Aug-Dec,12,Aug-Dec,Full Sun,Low,WA
Superb Fairywren,Malurus cyaneus,2022-11-30,November,NSW,-35.786648,145.15433,20,Lilly Pilly,Syzygium spp.,Nov-Jan,16,Nov-Jan,Partial Sun,High,"VIC, QLD"
Superb Fairywren,Malurus cyaneus,2022-03-25,March,WA,-37.266287,144.204376,15,Wattle,Acacia spp.,Aug-Sep,8,Aug-Sep,Full Sun,Low,All States
Rainbow Lorikeet,Trichoglossus moluccanus,2022-01-18,January,NSW,-37.845826,146.347246,11,Kangaroo Paw,Anigozanthos spp.,Aug-Dec,12,Aug-Dec,Full Sun,Low,WA
Eastern Rosella,Platycercus eximius,2022-06-14,June,SA,-35.972597,144.914715,4,Bottlebrush,Callistemon spp.,Sep-Nov,10,Sep-Nov,Full Sun,Moderate,"VIC, NSW, QLD"
Eastern Rosella,Platycercus eximius,2022-10-10,October,VIC,-37.3641,144.476285,18,Bottlebrush,Callistemon spp.,Sep-Nov,10,Sep-Nov,Full Sun,Moderate,"VIC, NSW, QLD"
Superb Fairywren,Malurus cyaneus,2022-12-27,December,NSW,-36.361162,143.409213,8,Wattle,Acacia spp.,Aug-Sep,8,Aug-Sep,Full Sun,Low,All States
Australian Magpie,Gymnorhina tibicen,2022-09-26,September,NSW,-35.886929,146.035412,7,Wattle,Acacia spp.,Aug-Sep,8,Aug-Sep,Full Sun,Low,All States
Superb Fairywren,Malurus cyaneus,2022-05-05,May,VIC,-37.666652,146.248925,7,Bottlebrush,Callistemon spp.,Sep-Nov,10,Sep-Nov,Full Sun,Moderate,"VIC, NSW, QLD"
Australian Magpie,Gymnorhina tibicen,2022-05-17,May,VIC,-36.534616,146.162745,8,Kangaroo Paw,Anigozanthos spp.,Aug-Dec,12,Aug-Dec,Full Sun,Low,WA
Australian Magpie,Gymnorhina tibicen,2022-09-15,September,VIC,-38.15214,145.489557,3,Bottlebrush,Callistemon spp.,Sep-Nov,10,Sep-Nov,Full Sun,Moderate,"VIC, NSW, QLD"
